"Doc/Sentence Index","Mention Index/Total","Sentence","Mention","Head","AFET Labels","Turk General Labels","Turk Fine Labels"
"wex/20110513/18/33/4235","1/10","One of <a>XXXX</a> was the utilization of wheat-pasted posters and crack-and-peel stickers that were interspersed throughout New York City .","fierce pussy 's more well-known projects","projects","[]"
"wex/20110513/18/33/4235","2/10","One of <a>XXXX</a> more well-known projects was the utilization of wheat-pasted posters and crack-and-peel stickers that were interspersed throughout New York City .","fierce pussy 's","pussy","[]"
"wex/20110513/18/33/4235","3/10","One of fierce pussy 's more well-known projects was <a>XXXX</a> .","the utilization of wheat-pasted posters and crack-and-peel stickers that were interspersed throughout New York City","utilization","[]"
"wex/20110513/18/33/4235","4/10","One of fierce pussy 's more well-known projects was <a>XXXX</a> and crack-and-peel stickers that were interspersed throughout New York City .","the utilization of wheat-pasted posters","utilization","[]"
"wex/20110513/18/33/4235","5/10","One of fierce pussy 's more well-known projects was <a>XXXX</a> of wheat-pasted posters and crack-and-peel stickers that were interspersed throughout New York City .","the utilization","utilization","[]"
"wex/20110513/18/33/4235","6/10","One of fierce pussy 's more well-known projects was the utilization of <a>XXXX</a> and crack-and-peel stickers that were interspersed throughout New York City .","wheat-pasted posters","posters","[]"
"wex/20110513/18/33/4235","7/10","One of fierce pussy 's more well-known projects was the utilization of wheat-pasted posters and <a>XXXX</a> .","crack-and-peel stickers that were interspersed throughout New York City","stickers","[]"
"wex/20110513/18/33/4235","8/10","One of fierce pussy 's more well-known projects was the utilization of wheat-pasted posters and <a>XXXX</a> that were interspersed throughout New York City .","crack-and-peel stickers","stickers","[]"
"wex/20110513/18/33/4235","9/10","One of fierce pussy 's more well-known projects was the utilization of wheat-pasted posters and crack-and-peel stickers that were interspersed throughout <a>XXXX</a> .","New York City","City","['/location/city', '/organization', '/organization/company', '/location/cemetery', '/location']"
"wex/20110513/18/33/4313","0/4","<a>XXXX</a> is used in English law for such a writ issued in the High Court .","The term","term","[]"
"wex/20110513/18/33/4313","1/4","The term is used in <a>XXXX</a> for such a writ issued in the High Court .","English law","law","[]"
"wex/20110513/18/33/4313","2/4","The term is used in English law for <a>XXXX</a> issued in the High Court .","such a writ","writ","[]"
"wex/20110513/18/33/4313","3/4","The term is used in English law for such a writ issued in <a>XXXX</a> .","the High Court","Court","['/building', '/government_agency']"
"wex/20110513/18/33/4420","0/13","<a>XXXX</a> is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica .","Fierro Point","Point","[]"
"wex/20110513/18/33/4420","1/13","Fierro Point is <a>XXXX</a> projecting 400 m into the south part of Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica .","a point","point","[]"
"wex/20110513/18/33/4420","2/13","Fierro Point is a point projecting 400 m into <a>XXXX</a> .","the south part of Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica","part","[]"
"wex/20110513/18/33/4420","3/13","Fierro Point is a point projecting 400 m into <a>XXXX</a> of Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica .","the south part","part","[]"
"wex/20110513/18/33/4420","4/13","Fierro Point is a point projecting 400 m into the south part of <a>XXXX</a> .","Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica","Bay","[]"
"wex/20110513/18/33/4420","5/13","Fierro Point is a point projecting 400 m into the south part of <a>XXXX</a> from Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica .","Discovery Bay","Bay","['/location', '/location/body_of_water']"
"wex/20110513/18/33/4420","6/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from <a>XXXX</a> .","Parvomay Neck , Greenwich Island in the South Shetland Islands , Antarctica","Neck","[]"
"wex/20110513/18/33/4420","7/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from <a>XXXX</a> , Greenwich Island in the South Shetland Islands , Antarctica .","Parvomay Neck","Neck","[]"
"wex/20110513/18/33/4420","8/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , <a>XXXX</a> .","Greenwich Island in the South Shetland Islands , Antarctica","Island","[]"
"wex/20110513/18/33/4420","9/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , <a>XXXX</a> in the South Shetland Islands , Antarctica .","Greenwich Island","Island","['/location']"
"wex/20110513/18/33/4420","10/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , Greenwich Island in <a>XXXX</a> .","the South Shetland Islands , Antarctica","Islands","[]"
"wex/20110513/18/33/4420","11/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , Greenwich Island in <a>XXXX</a> , Antarctica .","the South Shetland Islands","Islands","['/geography', '/location', '/geography/island']"
"wex/20110513/18/33/4420","12/13","Fierro Point is a point projecting 400 m into the south part of Discovery Bay from Parvomay Neck , Greenwich Island in the South Shetland Islands , <a>XXXX</a> .","Antarctica","Antarctica","['/location/country', '/location']"
"wex/20110513/18/33/4470","0/14","<a>XXXX</a> aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB-","Montreal","[]"
"wex/20110513/18/33/4470","1/14","<a>XXXX</a> -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","Fierte Montreal","Montreal","[]"
"wex/20110513/18/33/4470","2/14","Fierte Montreal -LRB- <a>XXXX</a> -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","full name Celebrations de la Fierte Montreal","de","[]"
"wex/20110513/18/33/4470","3/14","Fierte Montreal -LRB- <a>XXXX</a> la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","full name Celebrations de","de","[]"
"wex/20110513/18/33/4470","4/14","Fierte Montreal -LRB- full name Celebrations de la <a>XXXX</a> -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","Fierte Montreal","Montreal","[]"
"wex/20110513/18/33/4470","5/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in <a>XXXX</a> as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","English","English","['/language']"
"wex/20110513/18/33/4470","6/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as <a>XXXX</a> is an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal .","Montreal Pride","Pride","[]"
"wex/20110513/18/33/4470","7/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is <a>XXXX</a> .","an LGBT multidisciplinary arts and music festival taking place each year in the heart of Montreal","festival","[]"
"wex/20110513/18/33/4470","8/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is <a>XXXX</a> taking place each year in the heart of Montreal .","an LGBT multidisciplinary arts and music festival","festival","[]"
"wex/20110513/18/33/4470","9/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking <a>XXXX</a> each year in the heart of Montreal .","place","place","[]"
"wex/20110513/18/33/4470","10/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place <a>XXXX</a> in the heart of Montreal .","each year","year","[]"
"wex/20110513/18/33/4470","11/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in <a>XXXX</a> .","the heart of Montreal","heart","[]"
"wex/20110513/18/33/4470","12/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in <a>XXXX</a> of Montreal .","the heart","heart","[]"
"wex/20110513/18/33/4470","13/14","Fierte Montreal -LRB- full name Celebrations de la Fierte Montreal -RRB- aka in English as Montreal Pride is an LGBT multidisciplinary arts and music festival taking place each year in the heart of <a>XXXX</a> .","Montreal","Montreal","['/geography', '/location/city', '/location', '/geography/island', '/location/cemetery']"
"wex/20110513/18/33/4910","0/9","<a>XXXX</a> is a municipality in the district of Goms in the canton of Valais in Switzerland .","Fieschertal","Fieschertal","[]"
"wex/20110513/18/33/4910","1/9","Fieschertal is <a>XXXX</a> in the district of Goms in the canton of Valais in Switzerland .","a municipality","municipality","[]"
"wex/20110513/18/33/4910","2/9","Fieschertal is a municipality in <a>XXXX</a> of Goms in the canton of Valais in Switzerland .","the district","district","[]"
"wex/20110513/18/33/4910","3/9","Fieschertal is a municipality in the district of <a>XXXX</a> in the canton of Valais in Switzerland .","Goms","Goms","[]"
"wex/20110513/18/33/4910","4/9","Fieschertal is a municipality in the district of Goms in <a>XXXX</a> .","the canton of Valais in Switzerland","canton","[]"
"wex/20110513/18/33/4910","5/9","Fieschertal is a municipality in the district of Goms in <a>XXXX</a> of Valais in Switzerland .","the canton","canton","[]"
"wex/20110513/18/33/4910","6/9","Fieschertal is a municipality in the district of Goms in the canton of <a>XXXX</a> .","Valais in Switzerland","Valais","[]"
"wex/20110513/18/33/4910","7/9","Fieschertal is a municipality in the district of Goms in the canton of <a>XXXX</a> in Switzerland .","Valais","Valais","['/location']"
"wex/20110513/18/33/4910","8/9","Fieschertal is a municipality in the district of Goms in the canton of Valais in <a>XXXX</a> .","Switzerland","Switzerland","['/location/country', '/location']"
"wex/20110513/18/33/4970","0/13","<a>XXXX</a> is the second full length drama written by the German playwright Friedrich Schiller .","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB-","Fiesco","[]"
"wex/20110513/18/33/4970","1/13","<a>XXXX</a> -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Fiesco","Fiesco","[]"
"wex/20110513/18/33/4970","2/13","Fiesco -LRB- <a>XXXX</a> - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","full title","title","[]"
"wex/20110513/18/33/4970","3/13","Fiesco -LRB- full title - <a>XXXX</a> -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa","Fiesco","[]"
"wex/20110513/18/33/4970","4/13","Fiesco -LRB- full title - <a>XXXX</a> zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Die Verschworung des Fiesco","Fiesco","[]"
"wex/20110513/18/33/4970","5/13","Fiesco -LRB- full title - Die Verschworung des Fiesco <a>XXXX</a> , or Fiesco 's Conspiracy at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","zu Genua","Genua","[]"
"wex/20110513/18/33/4970","6/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or <a>XXXX</a> -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Fiesco 's Conspiracy at Genoa","Conspiracy","[]"
"wex/20110513/18/33/4970","7/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or <a>XXXX</a> at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Fiesco 's Conspiracy","Conspiracy","[]"
"wex/20110513/18/33/4970","8/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or <a>XXXX</a> Conspiracy at Genoa -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Fiesco 's","Fiesco","[]"
"wex/20110513/18/33/4970","9/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at <a>XXXX</a> -RRB- is the second full length drama written by the German playwright Friedrich Schiller .","Genoa","Genoa","[]"
"wex/20110513/18/33/4970","10/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is <a>XXXX</a> .","the second full length drama written by the German playwright Friedrich Schiller","drama","[]"
"wex/20110513/18/33/4970","11/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is <a>XXXX</a> written by the German playwright Friedrich Schiller .","the second full length drama","drama","[]"
"wex/20110513/18/33/4970","12/13","Fiesco -LRB- full title - Die Verschworung des Fiesco zu Genua , or Fiesco 's Conspiracy at Genoa -RRB- is the second full length drama written by <a>XXXX</a> .","the German playwright Friedrich Schiller","Schiller","[]"
"wex/20110513/18/33/52241","0/3","The 2005 game saw <a>XXXX</a> become the first non-BCS school ever to play in a BCS game , easily defeating Big East champion Pittsburgh 35 & ndash ; 7 .","undefeated Utah","Utah","[]"
"wex/20110513/18/33/52241","1/3","The 2005 game saw undefeated Utah become <a>XXXX</a> ever to play in a BCS game , easily defeating Big East champion Pittsburgh 35 & ndash ; 7 .","the first non-BCS school","school","[]"
"wex/20110513/18/33/52241","2/3","The 2005 game saw undefeated Utah become the first non-BCS school ever to play in <a>XXXX</a> , easily defeating Big East champion Pittsburgh 35 & ndash ; 7 .","a BCS game","game","[]"
"wex/20110513/18/33/52242","0/12","In 2007 , <a>XXXX</a> was played for the first time at the new University of Phoenix Stadium in Glendale , Arizona , across the Valley of the Sun from Sun Devil Stadium Tempe .","the Fiesta Bowl game","game","[]"
"wex/20110513/18/33/52242","1/12","In 2007 , the Fiesta Bowl game was played for <a>XXXX</a> across the Valley of the Sun from Sun Devil Stadium Tempe .","the first time at the new University of Phoenix Stadium in Glendale , Arizona ,","time","[]"
"wex/20110513/18/33/52242","2/12","In 2007 , the Fiesta Bowl game was played for <a>XXXX</a> at the new University of Phoenix Stadium in Glendale , Arizona , across the Valley of the Sun from Sun Devil Stadium Tempe .","the first time","time","[]"
"wex/20110513/18/33/52242","3/12","In 2007 , the Fiesta Bowl game was played for the first time at <a>XXXX</a> across the Valley of the Sun from Sun Devil Stadium Tempe .","the new University of Phoenix Stadium in Glendale , Arizona ,","University","[]"
"wex/20110513/18/33/52242","4/12","In 2007 , the Fiesta Bowl game was played for the first time at <a>XXXX</a> of Phoenix Stadium in Glendale , Arizona , across the Valley of the Sun from Sun Devil Stadium Tempe .","the new University","University","[]"
"wex/20110513/18/33/52242","5/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of <a>XXXX</a> across the Valley of the Sun from Sun Devil Stadium Tempe .","Phoenix Stadium in Glendale , Arizona ,","Stadium","[]"
"wex/20110513/18/33/52242","6/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of <a>XXXX</a> in Glendale , Arizona , across the Valley of the Sun from Sun Devil Stadium Tempe .","Phoenix Stadium","Stadium","[]"
"wex/20110513/18/33/52242","7/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of Phoenix Stadium in <a>XXXX</a> across the Valley of the Sun from Sun Devil Stadium Tempe .","Glendale , Arizona ,","Arizona","[]"
"wex/20110513/18/33/52242","8/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of Phoenix Stadium in Glendale , Arizona , across <a>XXXX</a> from Sun Devil Stadium Tempe .","the Valley of the Sun","Valley","['/location']"
"wex/20110513/18/33/52242","9/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of Phoenix Stadium in Glendale , Arizona , across <a>XXXX</a> of the Sun from Sun Devil Stadium Tempe .","the Valley","Valley","[]"
"wex/20110513/18/33/52242","10/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of Phoenix Stadium in Glendale , Arizona , across the Valley of <a>XXXX</a> from Sun Devil Stadium Tempe .","the Sun","Sun","[]"
"wex/20110513/18/33/52242","11/12","In 2007 , the Fiesta Bowl game was played for the first time at the new University of Phoenix Stadium in Glendale , Arizona , across the Valley of the Sun from <a>XXXX</a> .","Sun Devil Stadium Tempe","Tempe","[]"
"wex/20110513/18/33/5290","0/8","<a>XXXX</a> is a line of ceramic dinnerware glazed in differing solid colors manufactured and marketed by the Homer Laughlin China Company of Newell , West Virginia .","Fiesta","Fiesta","[]"
"wex/20110513/18/33/5290","1/8","Fiesta is <a>XXXX</a> of ceramic dinnerware glazed in differing solid colors manufactured and marketed by the Homer Laughlin China Company of Newell , West Virginia .","a line","line","[]"
"wex/20110513/18/33/5290","2/8","Fiesta is a line of <a>XXXX</a> glazed in differing solid colors manufactured and marketed by the Homer Laughlin China Company of Newell , West Virginia .","ceramic dinnerware","dinnerware","[]"
"wex/20110513/18/33/5290","3/8","Fiesta is a line of ceramic dinnerware glazed in <a>XXXX</a> .","differing solid colors manufactured and marketed by the Homer Laughlin China Company of Newell , West Virginia","colors","[]"
"wex/20110513/18/33/5290","4/8","Fiesta is a line of ceramic dinnerware glazed in <a>XXXX</a> manufactured and marketed by the Homer Laughlin China Company of Newell , West Virginia .","differing solid colors","colors","[]"
"wex/20110513/18/33/5290","5/8","Fiesta is a line of ceramic dinnerware glazed in differing solid colors manufactured and marketed by <a>XXXX</a> .","the Homer Laughlin China Company of Newell , West Virginia","Company","[]"
"wex/20110513/18/33/5290","6/8","Fiesta is a line of ceramic dinnerware glazed in differing solid colors manufactured and marketed by <a>XXXX</a> of Newell , West Virginia .","the Homer Laughlin China Company","Company","[]"
"wex/20110513/18/33/5290","7/8","Fiesta is a line of ceramic dinnerware glazed in differing solid colors manufactured and marketed by the Homer Laughlin China Company of <a>XXXX</a> .","Newell , West Virginia","Virginia","['/location/city', '/location']"
"wex/20110513/18/33/529133","0/8","In 1997 , 500 limited-edition presentation bowls in <a>XXXX</a> -LRB- reddish maroon -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of dinnerware carrying the name Fiesta produced by the Homer Laughlin China Company since 1936 .","an exclusive Raspberry","Raspberry","[]"
"wex/20110513/18/33/529133","1/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- <a>XXXX</a> -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of dinnerware carrying the name Fiesta produced by the Homer Laughlin China Company since 1936 .","reddish maroon","maroon","[]"
"wex/20110513/18/33/529133","2/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored <a>XXXX</a> were made to commemorate the production of the 500 millionth piece of dinnerware carrying the name Fiesta produced by the Homer Laughlin China Company since 1936 .","glaze","glaze","[]"
"wex/20110513/18/33/529133","3/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored glaze were made to commemorate <a>XXXX</a> of the 500 millionth piece of dinnerware carrying the name Fiesta produced by the Homer Laughlin China Company since 1936 .","the production","production","[]"
"wex/20110513/18/33/529133","4/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of <a>XXXX</a> carrying the name Fiesta produced by the Homer Laughlin China Company since 1936 .","dinnerware","dinnerware","[]"
"wex/20110513/18/33/529133","5/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of dinnerware carrying <a>XXXX</a> Fiesta produced by the Homer Laughlin China Company since 1936 .","the name","name","[]"
"wex/20110513/18/33/529133","6/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of dinnerware carrying the name <a>XXXX</a> produced by the Homer Laughlin China Company since 1936 .","Fiesta","Fiesta","[]"
"wex/20110513/18/33/529133","7/8","In 1997 , 500 limited-edition presentation bowls in an exclusive Raspberry -LRB- reddish maroon -RRB- colored glaze were made to commemorate the production of the 500 millionth piece of dinnerware carrying the name Fiesta produced by <a>XXXX</a> since 1936 .","the Homer Laughlin China Company","Company","['/organization', '/organization/company', '/building', '/location']"
"wex/20110513/18/33/5350","0/5","<a>XXXX</a> is a Spanish hotel chain based in the Balearic Island of Ibiza , Spain .","Fiesta Hotel Group","Group","[]"
"wex/20110513/18/33/5350","1/5","Fiesta Hotel Group is <a>XXXX</a> based in the Balearic Island of Ibiza , Spain .","a Spanish hotel chain","chain","[]"
"wex/20110513/18/33/5350","2/5","Fiesta Hotel Group is a Spanish hotel chain based in <a>XXXX</a> .","the Balearic Island of Ibiza , Spain","Island","[]"
"wex/20110513/18/33/5350","3/5","Fiesta Hotel Group is a Spanish hotel chain based in <a>XXXX</a> of Ibiza , Spain .","the Balearic Island","Island","[]"
"wex/20110513/18/33/5350","4/5","Fiesta Hotel Group is a Spanish hotel chain based in the Balearic Island of <a>XXXX</a> .","Ibiza , Spain","Spain","[]"
"wex/20110513/18/33/5353","0/4","<a>XXXX</a> ; Spa in Salvador , Bahia , Brazil , is set to open in 2010 .","The new Grand Palladium Imbassai Resort & amp","Resort","[]"
"wex/20110513/18/33/5353","1/4","The new Grand Palladium Imbassai Resort & amp ; <a>XXXX</a> is set to open in 2010 .","Spa in Salvador , Bahia , Brazil ,","Spa","[]"
"wex/20110513/18/33/5353","2/4","The new Grand Palladium Imbassai Resort & amp ; <a>XXXX</a> in Salvador , Bahia , Brazil , is set to open in 2010 .","Spa","Spa","[]"
"wex/20110513/18/33/5353","3/4","The new Grand Palladium Imbassai Resort & amp ; Spa in <a>XXXX</a> is set to open in 2010 .","Salvador , Bahia , Brazil ,","Brazil","[]"
"wex/20110513/18/33/5432","0/9","October 12 is widely celebrated across <a>XXXX</a> , and is the anniversary of Christopher Columbus ' first arrival in the Americas .","Latin America as Dia de la Raza","America","[]"
"wex/20110513/18/33/5432","1/9","October 12 is widely celebrated across <a>XXXX</a> as Dia de la Raza , and is the anniversary of Christopher Columbus ' first arrival in the Americas .","Latin America","America","['/location']"
"wex/20110513/18/33/5432","2/9","October 12 is widely celebrated across Latin America as <a>XXXX</a> , and is the anniversary of Christopher Columbus ' first arrival in the Americas .","Dia de la Raza","Raza","['/time']"
"wex/20110513/18/33/5432","3/9","October 12 is widely celebrated across Latin America as Dia de la Raza , and is <a>XXXX</a> .","the anniversary of Christopher Columbus ' first arrival in the Americas","anniversary","[]"
"wex/20110513/18/33/5432","4/9","October 12 is widely celebrated across Latin America as Dia de la Raza , and is <a>XXXX</a> of Christopher Columbus ' first arrival in the Americas .","the anniversary","anniversary","[]"
"wex/20110513/18/33/5432","5/9","October 12 is widely celebrated across Latin America as Dia de la Raza , and is the anniversary of <a>XXXX</a> .","Christopher Columbus ' first arrival in the Americas","arrival","[]"
"wex/20110513/18/33/5432","6/9","October 12 is widely celebrated across Latin America as Dia de la Raza , and is the anniversary of <a>XXXX</a> in the Americas .","Christopher Columbus ' first arrival","arrival","[]"
